experiment,run_id,provider,model,thinking_mode,parser_era,run_timestamp_iso,run_timestamp_source,results_relpath,provenance_relpath,summary_relpath,total_rows,correct_rows,accuracy,unclear_rows,unclear_rate,parsed_0,parsed_1,parsed_2,group_expected_total,group_missing_rows,maxvars_set,maxlen_set,horn_set,satflag_set,missing_maxvars_vs_group,missing_maxlen_vs_group,missing_horn_vs_group,missing_meta_maxvars,missing_meta_maxlen,missing_meta_horn,missing_meta_satflag,missing_parsed_answer,provenance_exists,provenance_rows,provenance_error_rows,provenance_error_rate,provenance_full_text_empty_rows,provenance_full_text_empty_rate,analysis_usable,analysis_reason,publication_usable,publication_reason
cnf2_con_hornonly,final_validation_test,openai,gpt-5-pro-2025-10-06,think-high,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,8,8,1.000000,0,0.000000,4,4,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,8,8,1.000000,0,0.000000,4,4,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,8,8,1.000000,0,0.000000,4,4,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,8,8,1.000000,0,0.000000,4,4,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-flash,think-med,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.summary.json,8,7,0.875000,1,0.125000,4,3,1,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,unclear parses: 1/8 (re-parse possible from provenance),False,unclear parses present (re-parse first): 1/8
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.summary.json,8,5,0.625000,0,0.000000,1,7,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.summary.json,8,6,0.750000,0,0.000000,4,4,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-pro,think-high,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.summary.json,8,8,1.000000,0,0.000000,4,4,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.summary.json,8,8,1.000000,0,0.000000,4,4,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,8,8,1.000000,0,0.000000,4,4,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,8,2,0.250000,6,0.750000,0,2,6,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,unclear parses: 6/8 (re-parse possible from provenance),False,unclear parses present (re-parse first): 6/8
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,pre-parser-enhancement,2025-10-20T18:25:36+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,8,8,1.000000,0,0.000000,4,4,0,8,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,8,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,5,3,0.600000,0,0.000000,4,1,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.summary.json,5,4,0.800000,0,0.000000,3,2,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-flash,think-med,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-pro,think-high,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,post-parser-enhancement,2025-10-20T19:26:17+00:00,results.summary.json,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,5,0,0.000000,5,1.000000,0,0,5,5,0,4,"2,3",1,"0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,unclear parses: 5/5 (re-parse possible from provenance),False,unclear parses present (re-parse first): 5/5
cnf2_con_hornonly,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,post-parser-enhancement,2025-10-21T01:53:02+00:00,results.summary.json,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,272,151,0.555147,95,0.349265,104,73,95,272,0,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,272,95,0.349265,95,0.349265,True,API errors in provenance: 95/272; unclear parses: 95/272 (re-parse possible from provenance),False,unclear parses present (re-parse first): 95/272; API errors present: 95/272; empty LLM outputs present: 95/272
cnf2_con_hornonly,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,post-parser-enhancement,2025-10-21T01:53:02+00:00,results.summary.json,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,272,136,0.500000,95,0.349265,95,82,95,272,0,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,272,95,0.349265,95,0.349265,True,API errors in provenance: 95/272; unclear parses: 95/272 (re-parse possible from provenance),False,unclear parses present (re-parse first): 95/272; API errors present: 95/272; empty LLM outputs present: 95/272
cnf2_con_hornonly,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,post-parser-enhancement,2025-10-21T01:53:02+00:00,results.summary.json,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.summary.json,272,162,0.595588,95,0.349265,103,74,95,272,0,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,272,95,0.349265,95,0.349265,True,API errors in provenance: 95/272; unclear parses: 95/272 (re-parse possible from provenance),False,unclear parses present (re-parse first): 95/272; API errors present: 95/272; empty LLM outputs present: 95/272
cnf2_con_hornonly,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,post-parser-enhancement,2025-10-21T01:53:02+00:00,results.summary.json,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,272,166,0.610294,95,0.349265,99,78,95,272,0,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,272,95,0.349265,95,0.349265,True,API errors in provenance: 95/272; unclear parses: 95/272 (re-parse possible from provenance),False,unclear parses present (re-parse first): 95/272; API errors present: 95/272; empty LLM outputs present: 95/272
cnf2_con_hornonly,validation_20251020_2235,google,gemini-2.5-flash,think-med,post-parser-enhancement,2025-10-21T01:53:02+00:00,results.summary.json,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.provenance.jsonl,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.summary.json,272,208,0.764706,37,0.136029,135,100,37,272,0,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,272,0,0.000000,0,0.000000,True,unclear parses: 37/272 (re-parse possible from provenance),False,unclear parses present (re-parse first): 37/272
cnf2_con_hornonly,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,post-parser-enhancement,2025-10-21T01:53:02+00:00,results.summary.json,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.summary.json,272,170,0.625000,55,0.202206,135,82,55,272,0,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,272,0,0.000000,0,0.000000,True,unclear parses: 55/272 (re-parse possible from provenance),False,unclear parses present (re-parse first): 55/272
cnf2_con_hornonly,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,post-parser-enhancement,2025-10-21T01:53:02+00:00,results.summary.json,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.summary.json,272,134,0.492647,81,0.297794,88,103,81,272,0,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,272,0,0.000000,0,0.000000,True,unclear parses: 81/272 (re-parse possible from provenance),False,unclear parses present (re-parse first): 81/272
cnf2_con_hornonly,validation_20251020_2235,google,gemini-2.5-pro,think-high,post-parser-enhancement,2025-10-21T01:53:02+00:00,results.summary.json,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.summary.json,272,195,0.716912,65,0.238971,131,76,65,272,0,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,272,65,0.238971,65,0.238971,True,API errors in provenance: 65/272; unclear parses: 65/272 (re-parse possible from provenance),False,unclear parses present (re-parse first): 65/272; API errors present: 65/272; empty LLM outputs present: 65/272
